# start-end<TAB>symbol<TAB>access<TAB>meaning
#
# Public EC/XRAM names are recovered from the official GCU Service and
# corroborated by /home/texsd/codes/mech-forza-control/docs/ec-register-map.md.
# A small number of internal fields are named only where firmware data flow
# establishes their role directly. Ranges name the first byte in Ghidra; the
# export script also emits the complete range in its register index.
07ab	cci_mode_index	RW	CCI mode index
07b0-07b2	cci_mode_profiles	RW	CCI mode profiles 1 through 3
07b9	battery_charge_limit_high	RW	Charge upper threshold, percent
07c5	independent_fan_control	RW	Independent fan-control flags
07c6	ap_fan_management	RW	AP fan-management enable
07c7-07c8	ap_oem_7_8	RW	AP OEM bytes 7 and 8
07ca	bios_oem_8	R	BIOS OEM byte 8
07cc	complex_power_status	R	Composite power state
07d0	battery_charge_limit_low	RW	Charge lower threshold, percent
07d2-07d3	module_ids	R	GPU and main module identifiers
07d8-07da	tcc_default_offsets	R	Gaming, Office and Turbo TCC offsets
07e6-07e7	liquid_cooling_control	RW	External liquid-cooling fan and pump
07fb	port_id_change	RW	WKD port-ID change control
0832	charger_command_retry_flags	RW	Charger commands requested for a later retry; bits 0 and 1 select ChargingCurrent and ChargingVoltage
0833	charger_command_active_flags	RW	Charger command work flags consumed by the SMBus queue worker
0836-0837	queued_charge_voltage	RW	ChargingVoltage word copied byte-for-byte from EC[0x0522:0x0523] before the charger SMBus command is queued, uint16 little-endian
0857	optional_rgb_music_step_counter	RW	0-25 step counter in the shared optional-RGB template; used with EC[0x076F] to index waveform tables and update XRAM[0x1803/0x1805/0x1808], but current project reports no RGB-keyboard capability
0858	debounced_gpd3_state	RW	Bit 0 is a debounced mirror of GPIO data-mirror GPD3; IT5571 D-board pin use is unverified
0859	gpd3_debounce_counter	RW	Five-tick debounce counter for XRAM[0x0858] bit 0
09c7	high_voltage_sample_counter	RW	Prescaler counter for the battery high-voltage stress accumulator
09c8	high_voltage_window_counter	RW	Second-stage counter for qualified high-voltage windows
09c9-09ca	high_voltage_stress	RW	Temperature-weighted battery high-voltage stress accumulator, uint16 big-endian; reset startup does not initialize this XRAM word, so its value is indeterminate until CODE:D1D1 observes EC[0x0490].1 clear
0a54	shared_scratch_0a54	RW	Shared scratch byte reused across firmware domains; the battery-aging path locally stores caller seed 1 here and compares it with auxiliary derating thresholds before other code can replace it
0a6b	smbus_controller_index	RW	Temporary SMBus controller/channel index used by the common transaction routine
0a6c	smbus_protocol	RW	Temporary SMBus transaction protocol/mode byte; charger word writes use 0x0C
0a6d	smbus_slave_address	RW	Temporary 8-bit SMBus slave address; charger transactions use 0x12
0a6e-0a71	smbus_descriptor	RW	Four-byte SMBus command/data descriptor; word transactions store command, zero, data pointer high, data pointer low
0a73	smbus_result_code	RW	Common SMBus result sentinel: 0x00 on completion without controller error, 0xEE on timeout or controller error
0a74	smbus_host_status	RW	Raw SMBus host-controller status captured while polling for transaction completion
0a75	smbus_success	RW	Boolean result returned in R7 by the common SMBus transaction routine: 1 success, 0 failure
0d00	single_zone_mode	RW	Single-zone lighting mode
0f00-0f0f	cpu_fan_temp_up	RW	CPU fan curve rising-temperature thresholds
0f10-0f1f	cpu_fan_temp_down	RW	CPU fan curve falling-temperature thresholds
0f20-0f2f	cpu_fan_duty_table	RW	CPU fan duty table, raw value is percent times two
0f30-0f3f	gpu_fan_temp_up	RW	Second/GPU fan rising-temperature thresholds
0f40-0f4f	gpu_fan_temp_down	RW	Second/GPU fan falling-temperature thresholds
0f50-0f5c	gpu_fan_duty_table	RW	Second/GPU fan duty table, raw value is percent times two
0f5d	fan_table_status_1	R	RamFan1p5 table status 1
0f5e	fan_table_status_2	R	RamFan1p5 table status 2
0f5f	fan_table_control	RW	RamFan1p5 table apply/control byte
105a	h2ram_window_control	RW	SMFI HRAMWC; selects H2RAM path and enables four host-visible lower-4K DLM windows
105b	h2ram_window0_base	RW	SMFI HRAMW0BA; H2RAM window 0 base bits 11:4
105c	h2ram_window1_base	RW	SMFI HRAMW1BA; H2RAM window 1 base bits 11:4
105d	h2ram_window0_access	RW	SMFI HRAMW0AAS; window 0 size and half-window read/write protection
105e	h2ram_window1_access	RW	SMFI HRAMW1AAS; window 1 size and half-window read/write protection
1076	h2ram_window2_base	RW	SMFI HRAMW2BA; H2RAM window 2 base bits 11:4
1077	h2ram_window3_base	RW	SMFI HRAMW3BA; H2RAM window 3 base bits 11:4
1078	h2ram_window2_access	RW	SMFI HRAMW2AAS; window 2 size and half-window read/write protection
1079	h2ram_window3_access	RW	SMFI HRAMW3AAS; window 3 size and half-window read/write protection
1110	host_command_mailbox	RW	Host-to-EC command byte; handlers observed for 0x22, 0x23 and 0x24
200d	i2ec_control	RW	SPCTRL1 including I2ECCTRL bits 1:0: 0 disabled, 2 read-only, 3 read-write
2012	i2ec_port_enable	RW	SPCTRL2 bit 0 enables dedicated I2EC port address decoding
2014	i2ec_port_base_high	RW	Dedicated I2EC LPC I/O port base high byte
2015	i2ec_port_base_low	RW	Dedicated I2EC LPC I/O port base low byte, aligned to four ports
